Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
8345;21101124076;"European Project Management Journal";journal;"25604961";"IPMA Serbia";Yes;Yes;0,167;Q4;5;12;35;555;21;34;0,43;46,25;30,77;0;3;Serbia;Eastern Europe;"IPMA Serbia";"2019-2024";"Business, Management and Accounting (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
8346;21101081524;"Folia Oeconomica Stetinensia";journal;"17304237, 18980198";"Sciendo";Yes;Yes;0,167;Q4;7;31;88;1386;71;88;0,84;44,71;50,82;0;21;Poland;Eastern Europe;"Sciendo";"2019-2024";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
8347;10700153304;"Indian Journal of Rheumatology";journal;"09733698";"SAGE Publications Ltd";Yes;Yes;0,167;Q4;16;1;334;35;92;220;0,26;35,00;66,67;0;0;India;Asiatic Region;"SAGE Publications Ltd";"2007-2024";"Rheumatology (Q4)";"Medicine"
8348;21100390160;"Journal of Biological Research (Italy)";journal;"18268838, 22840230";"Page Press Publications";Yes;No;0,167;Q4;13;19;79;891;54;78;0,63;46,89;57,83;0;9;Italy;Western Europe;"Page Press Publications";"2011-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Biochemistry (medical) (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
8349;21101204528;"Journal of Dental Materials and Techniques";journal;"22520317, 23224150";"Mashhad University of Medical Sciences";Yes;Yes;0,167;Q4;4;33;96;974;39;95;0,45;29,52;54,17;0;0;Iran;Middle East;"Mashhad University of Medical Sciences";"2020-2024";"Biomedical Engineering (Q4)";"Engineering"
8350;21101152524;"Journal of Entomological Society of Iran";journal;"02599996, 27833968";"Entomological Society of Iran (ESI)";Yes;Yes;0,167;Q4;5;41;99;1834;38;99;0,41;44,73;30,77;0;15;Iran;Middle East;"Entomological Society of Iran (ESI)";"2019-2025";"Animal Science and Zoology (Q4); Ecology (Q4); Insect Science (Q4); Toxicology (Q4)";"Agricultural and Biological Sciences; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
8351;21101038735;"Journal of Evolutionary Studies in Business";journal;"23857137";"Universitat de Barcelona, Facultad de Economia y Empresa";Yes;Yes;0,167;Q4;6;15;49;813;34;49;0,88;54,20;50,00;0;6;Spain;Western Europe;"Universitat de Barcelona, Facultad de Economia y Empresa";"2019-2025";"Business and International Management (Q4); Development (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
8352;144786;"Journal of Japan Industrial Management Association";journal;"13422618, 21879079";"Nihon Keikei Kogakkai";Yes;No;0,167;Q4;11;11;74;210;26;73;0,47;19,09;9,09;0;3;Japan;Asiatic Region;"Nihon Keikei Kogakkai";"2004-2025";"Applied Mathematics (Q4); Industrial and Manufacturing Engineering (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Mathematics"
8353;21101262911;"Journal of Mathematics and Modeling in Finance";journal;"27830578, 2783056X";"Allameh Tabataba'i University";Yes;No;0,167;Q4;2;24;59;604;16;59;0,30;25,17;45,65;0;3;Iran;Middle East;"Allameh Tabataba'i University";"2021-2024";"Computational Mathematics (Q4); Finance (Q4); Modeling and Simulation (Q4)";"Economics, Econometrics and Finance; Mathematics"
8354;21100979258;"Journal of the Korean Society of Radiology";journal;"17382637, 29510805";"Korean Radiological Society";Yes;Yes;0,167;Q4;6;0;282;0;100;268;0,40;0,00;0,00;0;0;South Korea;Asiatic Region;"Korean Radiological Society";"2019-2022";"Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
8355;21101149424;"Microbial Biosystems";journal;"23570334, 23570326";"Arab Society for Fungal Conservation";Yes;No;0,167;Q4;7;35;37;1823;43;35;1,15;52,09;46,15;0;13;Egypt;Africa/Middle East;"Arab Society for Fungal Conservation";"2016-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Applied Microbiology and Biotechnology (Q4); Immunology (Q4); Microbiology (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
8356;21101049092;"Revista Brasileira de Cirurgia Plastica";journal;"19835175, 21771235";"Sociedade Brasileira de Cirurgia Plastica";Yes;Yes;0,167;Q4;5;69;236;1221;44;224;0,19;17,70;34,55;0;16;Brazil;Latin America;"Sociedade Brasileira de Cirurgia Plastica";"2019-2024";"Surgery (Q4)";"Medicine"
8357;15900154740;"Romanian Agricultural Research";journal;"20675720, 12224227";"Agricultural Research and Development Institute Fundulea.";Yes;No;0,167;Q4;17;0;170;0;89;170;0,59;0,00;0,00;0;0;Romania;Eastern Europe;"Agricultural Research and Development Institute Fundulea.";"2008-2023, 2025";"Agronomy and Crop Science (Q4)";"Agricultural and Biological Sciences"
8358;21101140401;"Sigma Journal of Engineering and Natural Sciences";journal;"13047205, 13047191";"Yildiz Technical University";Yes;Yes;0,167;Q4;12;162;244;6068;176;244;0,65;37,46;38,58;0;36;Turkey;Middle East;"Yildiz Technical University";"2019-2024";"Computational Mechanics (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Energy; Engineering"
8359;21100406921;"Statistika";journal;"18048765, 0322788X";"Czech Statistical Office";Yes;Yes;0,167;Q4;10;31;88;1104;47;88;0,47;35,61;37,50;0;20;Czech Republic;Eastern Europe;"Czech Statistical Office";"2015-2024";"Economics and Econometrics (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance"
8360;16360;"Tidsskrift for den Norske Legeforening";journal;"00292001, 08077096";"Den norske legeforening";Yes;Yes;0,167;Q4;35;590;2026;3503;305;1964;0,17;5,94;45,17;3;23;Norway;Western Europe;"Den norske legeforening";"1946-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
8361;19700169886;"Journal of Philosophical Economics: Reflections on Economic and Social Issues";journal;"18432298, 18448208";"Bucharest University of Economic Studies Publishing House";Yes;Yes;0,166;Q2;5;10;30;707;23;29;0,67;70,70;15,38;0;0;Romania;Eastern Europe;"Bucharest University of Economic Studies Publishing House";"2017-2024";"Philosophy (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
8362;21100920133;"Casopis pro Pravni Vedu a Praxi";journal;"18052789, 12109126";"Masaryk University";Yes;Yes;0,166;Q3;4;29;106;2565;19;105;0,16;88,45;25,81;0;10;Czech Republic;Eastern Europe;"Masaryk University";"2018-2024";"Law (Q3)";"Social Sciences"
8363;23496;"Copenhagen Journal of Asian Studies";journal;"13954199";"Copenhagen Business School";Yes;Yes;0,166;Q3;18;5;27;251;14;24;0,47;50,20;50,00;0;3;Denmark;Western Europe;"Copenhagen Business School";"1995-1998, 2000-2007, 2009-2018, 2020-2024";"Political Science and International Relations (Q3); Development (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
8364;19900191970;"Dialectologia";journal;"20132247";"Universitat de Barcelona";Yes;Yes;0,166;Q3;11;41;89;1363;20;88;0,18;33,24;55,36;0;0;Spain;Western Europe;"Universitat de Barcelona";"2008-2024";"Linguistics and Language (Q3)";"Social Sciences"
8365;21100839186;"Gender a Vyzkum / Gender and Research";journal;"25706586, 25706578";"Academy of Sciences of the Czech Republic, Institute of Sociology";Yes;Yes;0,166;Q3;8;13;58;599;24;52;0,11;46,08;75,00;0;7;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic, Institute of Sociology";"2017-2024";"Gender Studies (Q3)";"Social Sciences"
8366;5800207697;"Hermeneus";journal;"11397489";"Facultad de Traduccion e Interpretacion de Soria";Yes;Yes;0,166;Q3;10;19;122;709;33;121;0,14;37,32;64,00;0;3;Spain;Western Europe;"Facultad de Traduccion e Interpretacion de Soria";"2011-2019, 2021-2024";"Linguistics and Language (Q3)";"Social Sciences"
8367;21101117182;"Indian Journal of Chemistry (IJC)";journal;"25831321";"Scientific Publishers";Yes;Yes;0,166;Q3;6;130;258;4289;164;258;0,64;32,99;35,16;0;34;India;Asiatic Region;"Scientific Publishers";"2022-2025";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Inorganic Chemistry (Q4); Organic Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
8368;21100898955;"Praxis Educativa";journal;"18094031, 18094309";"Universidade Estadual de Ponta Grossa, Editora";Yes;Yes;0,166;Q3;9;119;257;4416;68;252;0,26;37,11;61,90;0;47;Brazil;Latin America;"Universidade Estadual de Ponta Grossa, Editora";"2017-2025";"Social Sciences (miscellaneous) (Q3); Education (Q4)";"Social Sciences"
8369;21100901898;"Revista Digital de Biblioteconomia e Ciencia da Informacao";journal;"1678765X";"Universidade Estadual de Campinas";Yes;Yes;0,166;Q3;5;31;98;1112;35;96;0,41;35,87;62,96;0;9;Brazil;Latin America;"Universidade Estadual de Campinas";"2018-2025";"Library and Information Sciences (Q3); Education (Q4); Information Systems (Q4); Public Administration (Q4)";"Computer Science; Social Sciences"
8370;5800169741;"Social Work and Society";journal;"16138953";"University of Duisburg";Yes;Yes;0,166;Q3;15;19;70;814;30;70;0,22;42,84;61,54;0;16;Germany;Western Europe;"University of Duisburg";"2012-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
8371;21100199343;"Agricultural Engineering International: CIGR Journal";journal;"16821130";"International Commission of Agricultural and Biosystems Engineering";Yes;No;0,166;Q4;31;85;291;2542;153;285;0,45;29,91;19,15;0;37;United States;Northern America;"International Commission of Agricultural and Biosystems Engineering";"2011-2024";"Agronomy and Crop Science (Q4); Automotive Engineering (Q4); Energy (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Energy; Engineering"
8372;21101022199;"Annales Mathematiques Blaise Pascal";journal;"12591734, 21187436";"Universite Clermont Auvergne";Yes;Yes;0,166;Q4;4;6;26;131;9;26;0,29;21,83;11,11;0;0;France;Western Europe;"Universite Clermont Auvergne";"2018-2024";"Algebra and Number Theory (Q4); Analysis (Q4); Applied Mathematics (Q4); Geometry and Topology (Q4)";"Mathematics"
8373;21100830486;"Bulletin of Russian State Medical University";journal;"25421204, 25001094";"Pirogov Russian National Research Medical University";Yes;No;0,166;Q4;8;74;200;2216;90;200;0,50;29,95;62,77;0;26;Russian Federation;Eastern Europe;"Pirogov Russian National Research Medical University";"2017-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
8374;21101000289;"Clinical Archives of Communication Disorders";journal;"25085948";"Korean Association of Speech-Language Pathologists";Yes;No;0,166;Q4;9;15;60;356;18;60;0,21;23,73;65,22;0;5;South Korea;Asiatic Region;"Korean Association of Speech-Language Pathologists";"2016-2024";"Cognitive Neuroscience (Q4); Environmental Engineering (Q4); Public Health, Environmental and Occupational Health (Q4); Sensory Systems (Q4); Speech and Hearing (Q4)";"Environmental Science; Health Professions; Medicine; Neuroscience"
8375;21101186259;"Indonesian Journal of Medical Laboratory Science and Technology";journal;"26569825, 26846748";"Universitas Nahdlatul Ulama Surabaya";Yes;No;0,166;Q4;5;16;47;506;39;47;0,69;31,63;41,03;0;9;Indonesia;Asiatic Region;"Universitas Nahdlatul Ulama Surabaya";"2019-2024";"Biochemistry (medical) (Q4); Histology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
8376;21101048555;"Journal of Biostatistics and Epidemiology";journal;"23834196, 2383420X";"Tehran University of Medical Sciences";Yes;Yes;0,166;Q4;8;23;106;835;49;105;0,43;36,30;39,71;0;12;Iran;Middle East;"Tehran University of Medical Sciences";"2019-2024";"Epidemiology (Q4); Health Informatics (Q4); Public Health, Environmental and Occupational Health (Q4); Statistics and Probability (Q4)";"Mathematics; Medicine"
8377;12100154936;"Journal of Integrated Circuits and Systems";journal;"18071953, 18720234";"Brazilian Microelectronics Society";Yes;No;0,166;Q4;14;52;143;1968;119;138;0,85;37,85;24,18;0;14;Brazil;Latin America;"Brazilian Microelectronics Society";"2007-2024";"Electrical and Electronic Engineering (Q4)";"Engineering"
8378;26622;"Journal of Optoelectronics and Advanced Materials";journal;"14544164";"National Institute of Optoelectronics";Yes;No;0,166;Q4;55;64;239;1993;128;239;0,60;31,14;32,65;0;6;Romania;Eastern Europe;"National Institute of Optoelectronics";"1999-2024";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)";"Engineering; Materials Science; Physics and Astronomy"
8379;21101079123;"Pamukkale Journal of Sport Sciences";journal;"13090356";"Pamukkale University";Yes;Yes;0,166;Q4;3;32;42;1662;11;42;0,32;51,94;39,78;0;5;Turkey;Middle East;"Pamukkale University";"2019-2024";"Education (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
8380;11500153501;"Pan-American Journal of Aquatic Sciences";journal;"18099009";"Instituto de oceanografia";Yes;No;0,166;Q4;25;15;71;564;31;71;0,36;37,60;35,71;0;4;Brazil;Latin America;"Instituto de oceanografia";"2008-2024";"Aquatic Science (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
8381;21101037303;"Philosophical Inquiry in Education";journal;"23698659";"Canadian Philosophy Education Society";Yes;Yes;0,166;Q4;5;21;66;761;33;59;0,48;36,24;31,82;0;3;Canada;Northern America;"Canadian Philosophy Education Society";"2019-2024";"Education (Q4)";"Social Sciences"
8382;21101244193;"Present Environment and Sustainable Development";journal;"22847820, 18435971";"Alexandru Ioan Cuza University of Iasi";Yes;Yes;0,166;Q4;6;47;125;2364;72;125;0,56;50,30;48,09;0;39;Romania;Eastern Europe;"Alexandru Ioan Cuza University of Iasi";"2020-2024";"Geography, Planning and Development (Q4)";"Social Sciences"
8383;26828;"Studia Quaternaria";journal;"16415558";"Scientific Publishers OWN";Yes;No;0,166;Q4;18;6;36;228;17;33;0,40;38,00;29,17;0;2;Poland;Eastern Europe;"Scientific Publishers OWN";"2000-2024";"Earth-Surface Processes (Q4); Geology (Q4)";"Earth and Planetary Sciences"
8384;21100975964;"Tichodroma";journal;"26444992, 1337026X";"Institute of Forest Ecology of the Slovak Academy of Sciences";Yes;Yes;0,166;Q4;3;9;33;216;8;33;0,27;24,00;22,22;0;0;Slovakia;Eastern Europe;"Institute of Forest Ecology of the Slovak Academy of Sciences";"2019-2024";"Animal Science and Zoology (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
8385;21100800032;"Turk Osteoporoz Dergisi";journal;"21472653, 21463816";"Galenos Publishing House";Yes;Yes;0,166;Q4;7;15;127;357;34;123;0,21;23,80;42,11;0;4;Turkey;Middle East;"Galenos Publishing House";"2011-2024";"Endocrinology, Diabetes and Metabolism (Q4)";"Medicine"
8386;21101147596;"Zeszyty Teoretyczne Rachunkowosci";journal;"2391677X, 16414381";"Scientific Council of the Accountants Association in Poland";Yes;No;0,166;Q4;5;38;87;1516;69;81;0,79;39,89;70,59;0;20;Poland;Eastern Europe;"Scientific Council of the Accountants Association in Poland";"2022-2024";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
8387;21100218356;"CEUR Workshop Proceedings";conference and proceedings;"16130073";"CEUR-WS";Yes;No;0,166;-;69;5322;17012;119275;6637;15557;0,40;22,41;33,20;0;962;Germany;Western Europe;"CEUR-WS";"1989, 1994-1995, 1998, 2000-2025";"Computer Science (miscellaneous)";"Computer Science"
8388;21100847284;"Oido Pensante";journal;"22507116";"CAICYT-CONICET";Yes;Yes;0,165;Q2;5;17;53;476;11;45;0,13;28,00;50,00;0;2;Argentina;Latin America;"CAICYT-CONICET";"2017-2024";"Music (Q2)";"Arts and Humanities"
8389;21101064968;"Osmanli Bilimi Arastirmalari";journal;"24587982, 13033123";"Istanbul University";Yes;Yes;0,165;Q2;2;22;53;706;12;53;0,25;32,09;38,89;0;5;Turkey;Middle East;"Istanbul University";"2019-2025";"Cultural Studies (Q2); History (Q2); History and Philosophy of Science (Q3)";"Arts and Humanities; Social Sciences"
8390;12431;"Prace i Studia Geograficzne";journal;"25437313, 02084589";"";Yes;No;0,165;Q2;12;39;104;1691;37;101;0,40;43,36;52,46;0;12;Poland;Eastern Europe;"";"1979, 1983-1985, 1988, 1992, 1994-2005, 2008-2024";"Cultural Studies (Q2); Sociology and Political Science (Q3); Urban Studies (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
8391;21100856537;"Street Art and Urban Creativity";journal;"21833869, 21839956";"Urban Creativity";Yes;No;0,165;Q2;6;25;55;717;26;54;0,49;28,68;41,38;0;12;Portugal;Western Europe;"Urban Creativity";"2015-2024";"Visual Arts and Performing Arts (Q2)";"Arts and Humanities"
8392;21101088439;"Canadian Journal of Nonprofit and Social Economy Research";journal;"19209355";"University of Alberta Library";Yes;Yes;0,165;Q3;13;24;79;952;37;69;0,41;39,67;59,42;0;12;Canada;Northern America;"University of Alberta Library";"2010-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
8393;19700169972;"Ensayos Sobre Politica Economica";journal;"01204483";"Banco de la Republica Colombia";Yes;No;0,165;Q3;11;1;8;76;5;8;0,50;76,00;0,00;1;0;Colombia;Latin America;"Banco de la Republica Colombia";"2009-2024";"Political Science and International Relations (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
8394;21101060652;"Glottodidactica";journal;"00724769";"Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza";Yes;Yes;0,165;Q3;3;17;53;630;20;52;0,42;37,06;80,65;0;8;Poland;Eastern Europe;"Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza";"2019-2024";"Linguistics and Language (Q3)";"Social Sciences"
